cip4,R,I,A,S,E,C,n_socs,coverage_pct
05.02,2.0946426917734216,3.564002160827288,4.202376910016978,4.0868714307763545,2.094057724957555,4.4795076400679115,2,100.0
05.99,3.05,5.31,3.84,6.920000000000001,3.0,3.0299999999999994,1,100.0
09.01,1.1040632161308257,2.766618303117415,4.515773522990766,3.78999891521011,5.432862082525391,3.846654643578722,9,90.0
09.04,2.1551218983973763,3.0191850751809914,5.418163789369469,2.945225542973826,3.581180310624342,3.8283370459748776,8,100.0
09.07,2.8758971683808014,3.3792701822916666,2.6832802281118147,2.7912661853902954,5.399631428006329,4.858200545556435,7,87.5
09.09,1.5122953058640842,3.1763914960492428,3.4314152879032607,4.5175285782886085,4.983438437408403,4.122227329138317,16,94.11764705882354
09.10,1.03,2.9,5.39,2.56,4.13,4.68,1,100.0
09.99,1.2402584907847456,3.3343584096441403,5.5254572852671835,3.3834287701402577,3.9133198098991535,4.058509331169583,3,100.0
10.01,4.109880933481505,2.43095411970154,4.4359850769963485,1.9609541197015399,2.6952976662962373,4.312544848388633,3,75.0
10.02,4.595870741801974,2.409492730552903,3.8741839117054013,2.0096168948317947,2.327790512575613,4.367518306271888,8,100.0
10.03,4.069303532761842,1.8384744757215314,1.9478269510277935,1.5184510426245068,1.7349105686233794,5.891076142734256,6,100.0
11.01,3.3066118904504225,5.479239239442874,2.020099106121246,2.167677043026525,2.7901264335572487,5.667844423125929,14,100.0
11.02,3.5895602594713014,5.776465602081247,2.4188335344407075,1.9214266642704938,2.024662653076943,5.5109690380221314,7,100.0
11.03,3.233333333333333,4.993333333333334,1.8433333333333333,2.033333333333333,3.1588888888888893,5.7988888888888885,1,100.0
11.04,3.296541054208407,5.490298661174047,2.2207901213102037,2.031066513301323,2.8507601448500006,5.642811902309844,7,100.0
11.05,3.540674913329828,5.679400260233319,1.855742377926511,2.653325995704368,2.313106847166398,5.359678852478009,6,100.0
11.06,3.0121423151012783,2.2321814254859613,1.2650037942910513,1.4087332905259469,1.7099608896153171,6.913768606619579,2,100.0
11.07,3.266760957345338,5.477827302741549,2.117775354425805,2.025536811957761,2.7762222157336196,5.668830401190293,13,100.0
11.08,3.192480486285881,5.325777247981832,2.6207713540837836,2.2035840499331045,2.8216840880469785,5.455656904406868,13,100.0
11.09,3.3996499045194137,5.613419937134907,2.040562476411507,2.2130060048557088,2.675819724768058,5.616779867960772,10,100.0
11.10,3.0316186403523173,3.9489553227979637,1.5222265687975949,2.6723680434428965,4.378967341230848,5.707580523500322,13,100.0
12.03,3.6657888913476433,1.8019982296968353,1.7611197167514936,4.206472670944899,4.800312015932729,4.555768975437044,4,100.0
12.04,5.087035063049987,1.4573466086062477,2.6094023103208444,3.6748639964921828,3.661606943058453,3.991270827663371,8,100.0
12.05,5.198027274630406,1.4999520055418032,2.0913312735393537,3.0980541649318485,4.3800595900787975,4.305803848846726,12,85.71428571428571
12.06,3.657862121212121,1.0886363636363636,1.0628636363636363,2.40222196969697,5.2416113636363635,5.531065909090909,4,100.0
12.99,2.7,1.0,2.29,5.34,4.67,4.18,1,100.0
13.01,2.6699862925607527,4.7699331550802135,3.4699861233331077,6.999991877073039,2.67999593853652,3.6100101536587017,3,100.0
13.02,2.691798153464526,3.2403563161243065,3.8902973221493378,7.0,2.671714727911341,3.6686043260466286,7,87.5
13.03,1.8498455212269393,4.199797362376825,3.540298955323405,6.343876416981551,3.914137215677558,3.8990068163295546,2,100.0
13.04,1.251168405073209,3.261565382041363,2.8045316096175505,5.770262638133946,5.345319687250053,4.681728939163933,4,80.0
13.05,1.9681259864748681,3.96503894570699,3.1987596401852967,5.5100278458596925,3.6796036135456633,4.169699983318148,3,100.0
13.06,1.5680338293983815,5.350319738167171,1.8069844466823317,3.1129540114132257,4.605886016933349,5.761654917757638,6,75.0
13.09,2.67,4.77,3.47,7.0,2.68,3.61,1,100.0
13.10,2.526972036894591,3.8529320746017577,3.72513561569732,6.571281381743979,1.979918970676515,3.675444736860125,9,100.0
13.11,1.3544881926804027,3.118860429014959,2.958599115627058,6.664989180543794,3.8985748894533825,4.195177815410669,2,100.0
13.12,2.6148872874812312,3.298613989325468,3.8420650119299395,6.867640511150659,2.8061748181977055,3.637020421774191,11,84.61538461538461
13.13,2.97858249027962,3.550126142493839,3.6064081462888735,6.688895528935589,2.8045545593186314,3.649469978045081,29,96.66666666666667
13.14,2.692147980564752,3.2158078691570005,3.8970424528173777,7.0,2.6715817619372237,3.66954483605244,6,100.0
13.15,2.182228606382534,3.131892226776528,2.3701996110251367,6.619101698105316,2.8013719728972353,4.684776234890627,4,66.66666666666667
13.99,2.67,4.77,3.47,7.0,2.68,3.61,1,50.0
14.01,4.500702680798005,5.311953927680798,2.3906288341645885,2.511970417705736,3.9777677057356615,4.055877213216957,3,100.0
14.02,4.40766986949663,5.33291409723218,2.3513870643912234,2.5379067833070414,4.17402925570056,4.06278904345332,5,100.0
14.03,3.7959032270868893,5.237367919660222,2.498123685150637,3.033761759218831,4.967597745405471,3.884705275274878,3,100.0
14.04,4.476893043499463,5.307907746513216,2.437091003852531,2.606657898907637,3.944016507363699,4.03684473446796,4,100.0
14.05,3.9103608834662453,5.352386534857225,2.4688460549042666,2.9949145566131348,4.732749623314102,3.933236558744625,3,100.0
14.06,4.112788818817112,5.312090676666097,2.4547567751832284,2.7733028805181523,4.541069711948186,3.948263507755241,4,100.0
14.07,4.628193946163045,5.402978462961709,2.3496937261671063,2.4404741476567615,3.7747190821092538,4.0990044055596915,5,100.0
14.08,5.130790360931595,5.29964373247165,2.2110344622606997,2.1703206163882456,3.434261858309962,4.291219317766125,7,100.0
14.09,3.7354237854978156,5.8111483373107955,2.2760791790188195,1.950268416749932,2.2896527221529492,5.40899150694886,7,100.0
14.10,5.182482817558101,5.429179138280911,2.1981894266077213,2.056309172223028,3.0529444484707935,4.399687228221481,7,100.0
14.11,5.1383397914970335,5.343105237776744,2.283350048224187,2.0247097885405765,3.237921246752743,4.16461279491877,4,100.0
14.12,4.2145180870651044,5.485819253582053,2.328691530806623,2.606136677114989,3.9845458802392923,4.152571171231436,5,100.0
14.13,4.500702680798005,5.311953927680798,2.3906288341645885,2.511970417705736,3.9777677057356615,4.055877213216957,3,100.0
14.14,4.100739515766488,5.349682422451993,2.3415201335816582,2.9022037762507225,4.581498619228053,4.022741635090873,4,100.0
14.18,3.532235915135519,4.343741143031163,1.8868795046188207,2.349470307582987,4.700693939701555,5.034408892498224,4,100.0
14.19,4.511338456689859,4.807062999507059,1.992939667224256,1.9352872392866092,3.7245960710158634,4.76112673438548,5,100.0
14.20,3.9521555197421434,5.279482455497765,2.5035121969086513,2.903859790491539,4.741455937293972,3.904200791150831,3,100.0
14.21,3.8374114854875105,5.239512489300442,2.4751638004824525,3.010839623375613,4.926556688195473,3.905349778227375,3,100.0
14.22,3.840795933356527,5.245951911554369,2.504101047585914,2.9846843712551707,4.929144922494106,3.8993258340098187,3,100.0
14.23,3.8403362391033626,5.297590475112267,2.475150383033322,2.97840597758406,4.848855805879468,3.918545605494547,3,100.0
14.24,4.500702680798005,5.311953927680798,2.3906288341645885,2.511970417705736,3.9777677057356615,4.055877213216957,3,100.0
14.25,3.8890082460441278,5.237326350196864,2.459310229552039,2.953553970730258,4.84835784859966,3.916093158012034,3,100.0
14.27,4.537647702205882,5.308387745098038,2.175721124387255,2.093625811887255,3.3614066482843143,4.552634788602941,5,100.0
14.28,3.9521555197421434,5.279482455497765,2.5035121969086513,2.903859790491539,4.741455937293972,3.904200791150831,3,100.0
14.32,4.112788818817112,5.312090676666097,2.4547567751832284,2.7733028805181523,4.541069711948186,3.948263507755241,4,100.0
14.33,4.640976366374983,4.7891894225054825,1.9856190570117016,2.063474534807468,3.7304187245117535,4.759973423058795,5,100.0
14.34,4.500702680798005,5.311953927680798,2.3906288341645885,2.511970417705736,3.9777677057356615,4.055877213216957,3,100.0
14.35,4.5003617572606975,4.781340035055778,1.8936673713756398,2.1309452183599644,4.075961508516398,4.625872631339386,4,100.0
14.36,4.309453649717746,4.833633544851456,1.956041387675636,2.0038130562651943,3.685932954592279,4.866198326568874,5,100.0
14.37,2.7874186582977925,5.956604436576272,2.261607521257477,3.05372066199941,3.5023863362034278,4.8355033395026945,3,100.0
14.38,4.603372619787093,5.2802620108381335,2.358650293443571,2.3978969252682765,3.6598733052027344,4.231367538072696,5,100.0
14.39,4.526922959021017,5.316404161659759,2.3766722968830467,2.500814031194056,3.9573836966917635,4.0655751097432375,4,100.0
14.40,4.586074751382527,5.333090511000878,2.3621298329100706,2.43997991479363,3.875098734958347,4.0792370885054465,4,100.0
14.41,5.328230420398151,5.366128068374119,2.248167964367882,1.9590818597531994,3.066066187515449,4.221771485749054,5,100.0
14.42,4.500702680798005,5.311953927680798,2.3906288341645885,2.511970417705736,3.9777677057356615,4.055877213216957,3,100.0
14.43,4.586074751382527,5.333090511000878,2.3621298329100706,2.43997991479363,3.875098734958347,4.0792370885054465,4,100.0
14.44,4.586074751382527,5.333090511000878,2.3621298329100706,2.43997991479363,3.875098734958347,4.0792370885054465,4,100.0
14.45,4.549260216147188,5.386294577401504,2.3761215591448703,2.508766819987703,3.8672545286856175,4.0778024937331505,4,100.0
14.47,5.066998459804657,5.3793337716003,2.2500770285499625,2.2085817242674683,3.3142573253193093,4.31150888429752,5,100.0
14.48,4.500702680798005,5.311953927680798,2.3906288341645885,2.511970417705736,3.9777677057356615,4.055877213216957,3,100.0
14.99,4.574283803215312,5.3173205530149446,2.3284693378435715,2.511588886662581,3.898796732827307,4.084291788458818,4,100.0
15.00,6.171069690265488,5.0202857142857145,1.7246073008849558,1.4371268963337547,1.5775218078381796,5.050012484197219,6,100.0
15.01,5.913099030030921,4.624127874962938,3.1559070693379643,1.4545131094074293,1.5090918717438264,5.022740056758016,3,100.0
15.02,5.654312150337111,5.262351169129251,2.7190704346578682,1.5913197532635202,1.9956505522880503,5.183011045761009,2,100.0
15.03,6.2776121093450055,4.394423135990171,1.781348383628964,1.4895991706979956,1.3698986408661598,5.005313291868233,9,100.0
15.04,6.528311564727394,4.660022577154159,1.4749714520282122,1.5953367914318766,1.1846247714296376,5.009786543269769,6,85.71428571428571
15.05,6.823821416675115,3.1301837101189007,1.0651844342423495,1.4899632145288129,1.2684380657214442,4.46493692884763,6,100.0
15.06,6.710713464002796,3.0996024580615096,1.4066987272833178,1.2048010106011182,1.514657939189189,4.175957813956198,5,100.0
15.07,5.529278110326535,3.8946802752786835,1.0876354588575456,1.474569518620739,1.7741352736657228,5.227617417589639,5,100.0
15.08,6.909405240214434,3.74387421891895,1.1687213603614883,1.38242348535722,1.5182644350607222,4.402121979535392,7,100.0
15.09,6.715516585911294,3.7260600074543415,1.1018896757361163,1.2496548639582559,1.429454342154305,4.746081252329482,4,100.0
15.10,4.203586088668073,3.3959791425260724,1.614262131144939,2.0306620740011745,4.985801996857093,5.417835679931428,3,100.0
15.11,6.065823791490311,4.7202773446201824,1.7538240142570731,1.2796870126977056,1.240184673646692,5.184124526620629,5,83.33333333333333
15.12,3.825263620635197,5.891541582006666,2.2501038548389376,1.7725983509567562,1.8022454896451587,5.594628258133254,5,100.0
15.13,5.648335398595622,4.03308137133416,4.109772821148287,1.442779843040066,1.533684427922346,4.956187525815778,3,75.0
15.14,6.638633522727273,4.568618607954544,1.1555355113636363,1.2565816761363637,1.076151278409091,5.033823863636363,2,100.0
15.15,4.744058590843676,4.668988713568176,1.9029014451730166,2.0821066000139017,3.753423909265738,4.689875759787452,9,90.0
15.16,5.7025,5.4475,2.2087499999999998,1.63125,2.3049999999999997,4.33875,1,100.0
15.17,6.505419593444018,3.7704509897828857,1.847775117071094,1.3150148999574285,1.7612877820349084,4.588149212430822,6,100.0
16.01,2.6874076694836893,3.360470236324309,3.764623400850735,6.693196529514405,2.8352386963968383,3.690974727209862,5,100.0
16.02,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.03,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.04,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.05,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.06,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.07,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.08,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.09,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.10,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.11,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.12,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.13,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.14,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
16.15,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.16,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,75.0
16.18,1.9524902723735404,3.567782101167315,4.217509727626459,4.479844357976654,2.0761089494163425,4.432101167315175,2,100.0
16.99,2.6794818973558723,3.2145461044225723,3.7990766038689876,6.8362548057224055,2.8464683062062472,3.6634153974909993,3,100.0
19.01,2.7421111448918865,3.2043253825672773,3.7554967155873706,6.979488129128548,2.9053104299678467,3.6053539150382794,3,100.0
19.02,1.7192825168164774,2.43759524376451,2.166279242812072,3.2278785939639265,6.384283350199416,5.015374099648789,9,100.0
19.04,1.1250855771606028,3.3212333697992027,1.7290616508451848,4.124711155026997,5.736150968698168,5.5012270176800655,3,100.0
19.05,4.764400633452316,1.7200343874113917,1.5345713639334368,3.456663214519129,5.416006686441104,4.610289879845156,6,100.0
19.06,2.7959255227088744,2.5796057002484436,2.6807694777098514,3.671063981241102,5.632876085196661,4.845277614940121,5,100.0
19.07,2.4973825157912946,2.5797271558101804,3.155360681118801,6.297093619521087,2.9130190813186454,3.8369557253563853,9,90.0
19.09,1.3015174422407438,3.7473616125924254,2.966000921590574,2.687186988081791,5.7764804279590285,4.577798170194409,9,100.0
19.10,2.93,4.85,3.48,7.0,2.79,3.37,1,50.0
22.00,1.7400000000000002,5.04,2.24,3.1200000000000006,3.92,5.28,1,50.0
22.01,1.197704213860626,4.368705485697831,2.4009412795162217,3.5734621568439238,5.415423305816855,4.574631407179881,6,100.0
22.02,1.158170138212965,4.408701576795795,2.429293361884368,3.5681759781973916,5.450229706054118,4.56425734864707,2,100.0
22.03,1.7347491822870804,4.1267889042646875,2.1714034784249594,3.09890520820229,3.8102295886275006,5.6988850798842625,5,83.33333333333333
23.01,2.700568720379147,3.2701798134161035,3.7910537329968603,6.978221913496118,2.869157822543063,3.6152820300890713,3,100.0
23.13,1.6993337380482623,3.57707884352709,5.101429655486418,3.4926282440431025,3.208806343906511,4.290023903475491,5,83.33333333333333
23.14,1.4101276679647063,3.5735653374081924,5.379165475427614,3.93133435204811,3.590595455217627,3.960533839404545,3,100.0
23.99,2.28,4.78,4.19,7.0,2.43,3.49,1,100.0
24.01,,,,,,,0,0.0
25.01,3.0688619136217206,3.516357735972574,1.5086690095956727,2.8340293641359584,5.363637138870225,5.494965071407653,4,100.0
25.03,3.08,2.7,1.59,4.07,1.8800000000000001,6.52,1,100.0
26.01,3.2272878280201254,4.143158258076182,3.258565088127985,5.763806831115509,2.7624838210422187,3.854975316718256,9,90.0
26.02,4.299923724423724,6.338863668738669,2.2141175375550373,3.082700142450143,2.4126341783216785,4.287355817793317,8,100.0
26.03,3.7592853939735855,6.1977720638227085,2.422676336993158,3.5258687381562006,3.0875683504751987,4.270026363754719,4,100.0
26.04,3.933794510554103,6.102624341506005,2.474046063910148,4.337602517903981,2.2897547456729144,4.025152962936501,10,100.0
26.05,3.0922684171003905,5.026883101582122,2.007656263756182,4.394929412983246,3.9073281092208503,4.549898994018488,10,100.0
26.07,4.163855259442671,6.005785549836016,2.1298772018418366,3.186239112964532,2.679073678894898,4.620212337916205,5,100.0
26.08,4.133574313259083,6.313081867964935,2.2255490036976933,3.263887987313726,2.533089333748305,4.329386379298846,6,100.0
26.09,3.7310972066575356,6.132155735068277,2.634818840015772,4.700022309384469,2.4508648907358985,3.8449848633420496,7,100.0
26.10,3.9785937017827595,5.9321738516163816,2.292441702451992,4.179065649805737,2.617197116725224,4.123651999330767,10,100.0
26.11,3.233298298977938,5.749688006391281,2.2381595930311504,3.3311478730434625,2.6907353197450727,4.933044033975177,13,100.0
26.12,3.5519531091677186,6.158006905797441,2.446949952454442,3.669943101217478,3.1945114109339197,4.336791727072908,3,100.0
26.13,3.851774856275084,6.0501301876559275,2.4780226597244823,4.372109122464475,2.375610901399284,4.068228929384966,12,92.3076923076923
26.14,3.779226961321221,6.43635064321457,2.4323127805339,3.7306079934712115,2.9235023516526,3.9188857032407705,3,100.0
26.15,4.153027274899922,6.316645045408377,2.224648925285296,3.2466957190655434,2.531540766714465,4.3328418511381965,5,100.0
26.99,3.5519531091677186,6.158006905797441,2.446949952454442,3.669943101217478,3.1945114109339197,4.336791727072908,3,75.0
27.01,2.556840665170146,3.9873887716241723,3.3071928166984956,5.8281049575055,2.9848884868384316,4.091676751432304,7,100.0
27.03,1.8041844370871458,5.6337415520931735,1.8944042257821367,2.451470468503023,3.9563568093706962,5.425013810836855,12,100.0
27.05,2.068498407984457,5.923055857213567,2.071115445136411,2.8158694030126403,3.2294473378988346,5.374407925356264,7,100.0
27.06,1.6016365947074345,5.5997274782992905,1.775569406280485,2.8200503640159162,4.285052188439361,5.824687800192122,7,100.0
27.99,2.1014178268933277,5.966090698529097,2.1125622419937953,2.8665276104031525,3.3012290283155132,5.330472039178482,5,100.0
28.05,,,,,,,0,0.0
28.06,,,,,,,0,0.0
29.02,3.6362057749990964,3.4495388674063094,1.3756405623215642,3.056286003397058,5.325876549456109,5.177628202811608,3,42.857142857142854
29.03,6.705,4.574999999999999,1.17,1.2,1.0,5.01,1,50.0
29.04,6.67602082482646,4.640973866884442,1.1490363413638218,1.1753368721927318,1.05425888117599,5.046994691710902,2,22.22222222222222
30.01,2.746619539064209,3.419235021575295,3.6172721668754595,6.663311062061285,3.0358217502833624,3.6779108751416807,2,66.66666666666667
30.05,3.156937318759759,5.251095248717377,2.0520789649788087,2.1948159714476914,3.401240240910105,4.775322328797681,2,66.66666666666667
30.06,3.2283333333333335,3.466666666666667,1.2433333333333334,2.558333333333333,5.97,5.428333333333334,1,50.0
30.08,3.1761903092401442,5.5706114683747945,2.092443462495736,2.1279066383663294,2.8866209628852872,5.655563606271558,9,100.0
30.10,3.584830934018852,6.266333847472151,2.5448916023993142,3.893039931448157,2.8795233933161954,3.943078149100257,5,100.0
30.11,3.6225826190585315,5.994550350643992,2.734671815556676,5.227080258514003,2.1961362698812854,3.6835616720905717,4,100.0
30.12,3.3156435972062983,3.4544966968631745,1.3427006975855393,2.7351754673319135,5.790806486159583,5.389582918603822,5,83.33333333333333
30.13,2.7526608695652173,5.397713043478261,3.9158695652173914,6.440773913043477,2.5658695652173913,3.6438608695652177,2,100.0
30.14,3.8500771604938273,3.621947530864197,3.0249598765432104,3.1568641975308647,2.462728395061728,5.178083333333333,3,75.0
30.15,2.923333333333334,5.8566666666666665,1.9933333333333336,3.083333333333334,4.4799999999999995,4.3999999999999995,1,50.0
30.16,2.3608735306514306,4.522645959193869,1.7230326534913132,2.2488313377771534,3.7571806459669994,6.043119207813631,7,100.0
30.17,1.674004156403941,3.6596379310344824,2.533082512315271,4.9367758620689655,5.182898091133005,4.298888392857143,5,71.42857142857143
30.18,3.277565276090185,5.899345213986769,1.9817491562035914,2.7516600513028218,3.9239594977723775,4.474992304576751,2,50.0
30.19,3.3841669627208564,5.491825381317796,2.673520868859836,5.387829034626498,2.7039419763393493,3.8161840539292315,8,88.88888888888889
30.20,1.0,6.71,3.87,3.42,3.61,3.52,1,50.0
30.21,3.2688594297148574,5.52241787560447,2.740948807737202,3.555194263798566,2.9198065699516422,4.399744872436218,3,75.0
30.22,3.1107956448911223,5.682351340033501,3.9093195142378554,6.1213421273031825,2.501074120603015,3.381289782244556,5,100.0
30.23,3.46247520661157,5.531514462809917,2.4421673553719008,2.978570247933884,3.1069380165289253,4.435471074380165,2,100.0
30.25,2.53155816022591,3.6328721519477005,3.6282138408572195,6.08303547251557,3.6471050249506787,3.3930212370894743,3,50.0
30.26,3.46247520661157,5.531514462809917,2.4421673553719008,2.978570247933884,3.1069380165289253,4.435471074380165,2,66.66666666666667
30.27,3.5710423507294524,6.099576685852616,2.439509052162604,3.397180180528193,3.137954475219222,4.377190771429675,5,83.33333333333333
30.28,1.7619844094221317,4.2208473140145735,2.638659549228944,5.347876631079479,4.485763429927131,4.094900864260295,4,100.0
30.29,2.39,5.319999999999999,3.7,3.22,2.35,4.87,1,50.0
30.30,2.7888138661128297,5.393119478758771,2.019059883607728,2.3099857574511966,3.1259552964253006,5.620749626809165,6,85.71428571428571
30.31,2.914980612991262,4.776292559006505,2.04348863913423,2.32182961454065,4.126202348462803,5.641564016453397,5,100.0
30.32,3.957737328737426,6.47067659556018,2.2441932503035034,2.556871450095387,3.1838224343132153,4.383301899063476,6,85.71428571428571
30.33,3.828425021701389,5.8966211430713384,2.1885032946654035,2.7398701122553657,3.611339074337121,4.313474269057765,7,87.5
30.34,5.214019640992118,3.6966221100166057,1.7444168188204885,3.401402820668876,2.411602912336857,3.6514552667763676,6,85.71428571428571
30.35,3.1812018066552388,5.872408510869861,2.1719739885179443,3.3578192256414443,4.126468043425026,4.320620357521834,4,100.0
30.36,2.709749291685614,3.294043250900696,3.7925855224037215,6.999200391759068,2.8765081849662457,3.597949735912414,3,100.0
30.37,3.750123213405619,4.016252669623788,4.595242319697717,3.1101363561688844,3.875797601445704,3.8230491210777067,3,100.0
30.38,2.8284218471250173,3.5241694250034308,3.5868534650747907,6.554094222588171,2.9992667764512144,3.6891003705228487,6,100.0
30.39,3.1838143972353734,5.229538919355787,1.9522136619010315,2.151119279198936,3.4279105935006924,5.6366484381370565,7,100.0
30.40,3.0893211115514596,3.709035467883731,1.6542119976306449,2.820969006618001,5.340800552281356,5.224904394812987,7,100.0
30.41,2.9384320945477267,3.7163390351552734,2.923607356139529,5.399007127482242,3.290814531166537,4.230076001307549,10,100.0
30.42,3.3333321966306237,3.749055447410923,1.3822422408199413,2.550290096004016,5.607246763949473,5.316790472536789,5,83.33333333333333
30.43,3.5809198592366855,6.02223643157742,2.514409193150486,4.020533485705994,3.3490574662603394,4.1152410753156285,4,80.0
30.44,3.9152862070884105,5.9820848494964665,2.0866931508373674,2.74224572970567,3.471441161742614,4.354322567184109,8,100.0
30.45,2.873819168579332,3.343235474782251,2.911083965983992,5.342488395274247,3.9312731726694916,4.27359494541549,7,100.0
30.46,3.1470475183286264,3.818819471403774,1.4699249898484177,2.7492521742234595,5.480659161189274,5.297324087584727,7,100.0
30.47,3.150318705929698,3.7550605392542824,1.63667703357654,3.031030217136458,5.389920214161986,5.158471427571606,6,100.0
30.48,3.3185220285895283,6.001350230964539,2.3910335516112062,2.075563464417682,2.0437909943153656,5.561175524648261,4,100.0
