cip4,state,total_employment,location_quotient,coverage_pct,n_routing_socs,n_observed_socs
01.01,MA,85120.0,1.0304178015215555,0.9946476209296089,10,7
01.01,MD,49900.0,0.798916817436968,1.0,10,9
01.01,ME,12470.0,0.8656993343409812,0.9983316160176154,10,8
01.01,MI,97130.0,0.9655029137384317,0.9983316160176154,10,8
01.01,MN,70960.0,1.0611965865209678,0.9971036176549466,10,8
01.01,MO,66560.0,1.0007245690578186,0.9971036176549466,10,8
01.01,MS,24150.0,0.9154906436851942,0.9909523339026353,10,6
01.01,MT,10500.0,0.9120147886814752,0.9964938529507248,10,8
01.01,NC,108810.0,0.9686653778908233,1.0,10,9
01.01,ND,7600.0,0.7927004743238412,0.9820062952559742,10,5
01.01,NE,24100.0,1.040128137486507,0.9964938529507248,10,8
01.01,NH,17310.0,1.1312473997166286,0.9884963371772976,10,5
01.01,NJ,110980.0,1.143120872660143,0.995435233672562,10,7
01.01,NM,16760.0,0.8661281542010056,0.9938487162476887,10,7
01.01,NV,28330.0,0.8146850992972946,0.9894730898979491,10,5
01.01,NY,193560.0,0.8906993461407765,1.0,10,9
01.01,OH,125080.0,0.9900278549369699,0.9971036176549466,10,8
01.01,OK,41590.0,1.074860624485581,0.9926207178850198,10,7
01.01,OR,38370.0,0.8568070473341397,0.9971036176549466,10,8
01.01,PA,147050.0,1.0662267059777077,0.9983316160176154,10,8
01.01,RI,11780.0,1.083725073779146,0.9801600632348583,10,4
01.01,SC,57690.0,1.1130379855492158,0.995435233672562,10,7
01.01,SD,8600.0,0.8368807533569728,0.9903425691984135,10,6
01.01,TN,84730.0,1.1294571673602118,0.9909523339026353,10,6
01.01,TX,329820.0,1.0442475615982525,1.0,10,9
01.01,UT,43910.0,1.1243050507215275,0.995435233672562,10,7
01.01,VA,77450.0,0.8370678833719805,1.0,10,9
01.01,VT,5990.0,0.8887815844604039,0.9909523339026353,10,6
01.01,WA,86040.0,1.0622044876009546,1.0,10,9
01.01,WI,79040.0,1.1784122061116757,1.0,10,9
01.01,WV,12670.0,0.7937155194814411,0.9938487162476887,10,7
01.01,WY,4640.0,0.7384395815077365,0.9903425691984135,10,6
01.02,AK,3290.0,3.215894491567907,0.8482739476136657,6,3
01.02,AL,11810.0,1.753635384269973,1.0,6,6
01.02,AR,5330.0,1.27770975866132,1.0,6,6
01.02,AZ,16130.0,1.5549326780488049,1.0,6,6
01.02,CA,56400.0,0.9592595136406775,1.0,6,6
01.02,CO,8280.0,0.8873771949505669,1.0,6,6
01.02,CT,3080.0,0.5678954144486544,0.9214006701961017,6,4
01.02,DC,140.0,0.06251223617134352,0.5778359407530783,6,2
01.02,DE,1250.0,0.8285051308248292,1.0,6,6
01.02,FL,33240.0,1.0416824395811437,1.0,6,6
01.02,GA,18510.0,1.1724207528369484,1.0,6,6
01.02,HI,1970.0,0.995139440189278,0.9827493902801737,6,5
01.02,IA,8320.0,1.6347565681498997,1.0,6,6
01.02,ID,3400.0,1.2548318655581312,1.0,6,6
01.02,IL,16000.0,0.8164192353282947,1.0,6,6
01.02,IN,9270.0,0.892070075667883,1.0,6,6
01.02,KS,7390.0,1.5848008273797667,1.0,6,6
01.02,KY,8800.0,1.3575642923122235,1.0,6,6
01.02,LA,7990.0,1.2842077451239733,0.9214006701961017,6,4
01.02,MA,5650.0,0.4804042625401694,0.9096226676977376,6,4
01.02,MD,5000.0,0.5622735940915685,1.0,6,6
01.02,ME,2260.0,1.1020105077878455,1.0,6,6
01.02,MI,11960.0,0.8350414737706733,1.0,6,6
01.02,MN,9040.0,0.9495707629508349,1.0,6,6
01.02,MO,9530.0,1.0064004356209932,1.0,6,6
01.02,MS,5970.0,1.589599701491891,1.0,6,6
01.02,MT,2740.0,1.6716286685907955,1.0,6,6
01.02,NC,19320.0,1.208060697848927,1.0,6,6
01.02,ND,3600.0,2.6373920508386353,1.0,6,6
01.02,NE,5150.0,1.5611825841573337,1.0,6,6
01.02,NH,1190.0,0.5462408230340018,0.9214006701961017,6,4
01.02,NJ,8410.0,0.6084432765696715,0.9386512799159281,6,5
01.02,NM,3250.0,1.1796907359664213,1.0,6,6
01.02,NV,6610.0,1.3351231440901496,0.9214006701961017,6,4
01.02,NY,12400.0,0.40078722640054576,1.0,6,6
01.02,OH,15410.0,0.8567198831945442,1.0,6,6
01.02,OK,14700.0,2.6684387232654907,1.0,6,6
01.02,OR,5830.0,0.9144004936661307,1.0,6,6
01.02,PA,16130.0,0.8214772887342604,1.0,6,6
01.02,RI,580.0,0.37478179858165195,0.8482739476136657,6,3
01.02,SC,6370.0,0.8632280536070676,1.0,6,6
01.02,SD,2160.0,1.4763711373857733,0.7295619931394127,6,5
01.02,TN,11200.0,1.0486420007817303,1.0,6,6
01.02,TX,52590.0,1.1695164090812262,1.0,6,6
01.02,UT,7250.0,1.3038733158445075,1.0,6,6
01.02,VA,10700.0,0.812268667690064,1.0,6,6
01.02,VT,910.0,0.948388509960872,1.0,6,6
01.02,WA,13730.0,1.1905699965852439,1.0,6,6
01.02,WI,8140.0,0.8524155663553404,1.0,6,6
01.02,WV,3050.0,1.3420378448957213,0.9386512799159281,6,5
01.02,WY,2220.0,2.481570556929459,0.9386512799159281,6,5
01.03,AK,460.0,1.6489696590336758,0.779086678301338,10,4
01.03,AL,2710.0,1.4757324679341244,0.9390634089586969,10,8
01.03,AR,1170.0,1.028584093004826,0.7962478184991274,10,5
01.03,AZ,1880.0,0.6646362304865286,0.8518760907504364,10,6
01.03,CA,22030.0,1.374106669182393,0.9599331006399069,10,7
01.03,CO,4210.0,1.6546607366296615,0.9264834205933682,10,7
01.03,CT,450.0,0.3042839871839195,0.779086678301338,10,4
01.03,DC,,,0.3067917393833624,10,2
01.03,DE,480.0,1.166743434914865,0.91695753344968,10,6
01.03,FL,6150.0,0.7068029978347845,0.9778941244909831,10,8
01.03,GA,2810.0,0.652728142155564,0.9444444444444444,10,8
01.03,HI,640.0,1.1856230280753681,0.7013525305410122,10,4
01.03,IA,4060.0,2.925531222435004,0.9778941244909831,10,8
01.03,ID,1920.0,2.5987038487093,0.91695753344968,10,6
01.03,IL,1960.0,0.3667737589932886,0.7396015125072717,10,5
01.03,IN,2180.0,0.7693512609798695,0.9694589877835951,10,8
01.03,KS,3050.0,2.3987170904120774,0.9599331006399069,10,7
01.03,KY,2060.0,1.1654506642473135,0.9725130890052356,10,8
01.03,LA,710.0,0.4185003190705269,0.779086678301338,10,4
01.03,MA,1630.0,0.5082705514304214,0.7013525305410122,10,4
01.03,MD,2270.0,0.9361651725968815,0.9778941244909831,10,8
01.03,ME,880.0,1.5736527599703174,0.9264834205933682,10,7
01.03,MI,2650.0,0.6785341020247608,0.9444444444444444,10,8
01.03,MN,2640.0,1.016978496129079,0.925392670157068,10,9
01.03,MO,3010.0,1.1657175912500477,0.8853257707969749,10,6
01.03,MS,1420.0,1.3865984966326634,0.8423502036067481,10,5
01.03,MT,1930.0,4.3181278444718965,0.9694589877835951,10,8
01.03,NC,4090.0,0.9378942658751802,0.9599331006399069,10,7
01.03,ND,1010.0,2.713579221465652,0.7022251308900523,10,5
01.03,NE,2280.0,2.5347215372495793,0.9778941244909831,10,8
01.03,NH,340.0,0.5723544300688483,0.6583769633507853,10,3
01.03,NJ,1570.0,0.4165553265503963,0.8423502036067481,10,5
01.03,NM,1240.0,1.6506516574903387,0.91695753344968,10,6
01.03,NV,560.0,0.4148172720139419,0.779086678301338,10,4
01.03,NY,2070.0,0.24536435481145005,0.9725130890052356,10,8
01.03,OH,2450.0,0.49951810197163976,0.9032867946480512,10,7
01.03,OK,1740.0,1.1583454232358055,0.8853257707969749,10,6
01.03,OR,3770.0,2.16849380855292,0.8948516579406631,10,7
01.03,PA,4340.0,0.8105874256011715,0.9349185573007562,10,7
01.03,RI,,,0.0,10,0
01.03,SC,1310.0,0.6510380149656035,0.8518760907504364,10,6
01.03,SD,1300.0,3.2586227607065137,0.9349185573007562,10,7
01.03,TN,1270.0,0.4360756991988811,0.8518760907504364,10,6
01.03,TX,10940.0,0.8922147732721033,1.0,10,10
01.03,UT,780.0,0.514447348013371,0.8423502036067481,10,5
01.03,VA,3670.0,1.0217177231902357,0.9694589877835951,10,8
01.03,VT,300.0,1.1466083108676297,0.7216404886561955,10,4
01.03,WA,4030.0,1.2815583418298417,0.9874200116346713,10,9
01.03,WI,4410.0,1.693614236658497,1.0,10,10
01.03,WV,620.0,1.0004734136222944,0.9264834205933682,10,7
01.03,WY,910.0,3.7304737193619433,0.91695753344968,10,6
01.04,AK,,,0.45768753874767515,4,1
01.04,AL,1090.0,1.2651334670071572,0.7799132052076876,4,3
01.04,AR,720.0,1.3491428725263357,1.0,4,4
01.04,AZ,810.0,0.6103552525142378,0.7799132052076876,4,3
01.04,CA,17260.0,2.2946594793517745,1.0,4,4
01.04,CO,1160.0,0.9717540515582301,1.0,4,4
01.04,CT,,,0.45768753874767515,4,1
01.04,DC,,,0.0,4,0
01.04,DE,230.0,1.1916081624878339,0.7799132052076876,4,3
01.04,FL,1820.0,0.4458267880313812,1.0,4,4
01.04,GA,2510.0,1.242714151997754,1.0,4,4
01.04,HI,220.0,0.8686820302959212,0.6450712957222566,4,2
01.04,IA,1500.0,2.3037824623971663,1.0,4,4
01.04,ID,1060.0,3.057967962703531,1.0,4,4
01.04,IL,1420.0,0.5663723384158291,1.0,4,4
01.04,IN,980.0,0.7371667820926916,1.0,4,4
01.04,KS,780.0,1.3075108388467966,1.0,4,4
01.04,KY,860.0,1.0370426781089168,1.0,4,4
01.04,LA,570.0,0.7161167060500937,0.6450712957222566,4,2
01.04,MA,700.0,0.4652398301653559,0.8651580905145692,4,3
01.04,MD,1030.0,0.9053892900168841,1.0,4,4
01.04,ME,290.0,1.1053396231933763,0.7799132052076876,4,3
01.04,MI,1070.0,0.5839572950331403,1.0,4,4
01.04,MN,1130.0,0.9278073133892485,1.0,4,4
01.04,MO,1190.0,0.9823026620654897,1.0,4,4
01.04,MS,820.0,1.7066628615068324,1.0,4,4
01.04,MT,460.0,2.1936509459975184,0.7799132052076876,4,3
01.04,NC,1500.0,0.7331508403024788,1.0,4,4
01.04,ND,,,0.3222256664600124,4,2
01.04,NE,890.0,2.1089045295643425,1.0,4,4
01.04,NH,,,0.45768753874767515,4,1
01.04,NJ,1230.0,0.695584116156832,1.0,4,4
01.04,NM,450.0,1.2767849825526982,1.0,4,4
01.04,NV,,,0.45768753874767515,4,1
01.04,NY,1470.0,0.3713897943362939,1.0,4,4
01.04,OH,910.0,0.3954558860954826,1.0,4,4
01.04,OK,950.0,1.3479815531958244,0.7799132052076876,4,3
01.04,OR,1780.0,2.1822693023975934,1.0,4,4
01.04,PA,2080.0,0.8280279046072951,1.0,4,4
01.04,RI,,,0.0,4,0
01.04,SC,670.0,0.7097107120829657,1.0,4,4
01.04,SD,340.0,1.8165240676451226,0.8126162430254185,4,3
01.04,TN,790.0,0.5781716079189972,1.0,4,4
01.04,TX,4140.0,0.719654315581994,1.0,4,4
01.04,UT,430.0,0.6044860607421167,1.0,4,4
01.04,VA,1450.0,0.8604078615127505,1.0,4,4
01.04,VT,210.0,1.7107424432325093,1.0,4,4
01.04,WA,2250.0,1.5250615044981517,1.0,4,4
01.04,WI,1380.0,1.1296047180395172,1.0,4,4
01.04,WV,190.0,0.6534900338443244,0.592529448233106,4,2
01.04,WY,260.0,2.271786138901136,0.7799132052076876,4,3
01.05,AK,990.0,1.1696317197452115,0.9791496908402435,4,3
01.05,AL,6490.0,1.1647752886800358,1.0,4,4
01.05,AR,4390.0,1.2719720611662408,1.0,4,4
01.05,AZ,8460.0,0.9857246917372464,1.0,4,4
01.05,CA,38240.0,0.7861093175093461,1.0,4,4
01.05,CO,8290.0,1.0738422974515844,1.0,4,4
01.05,CT,4550.0,1.013997983270614,0.9791496908402435,4,3
01.05,DC,480.0,0.2590516038780371,0.9309543210468293,4,2
01.05,DE,1560.0,1.2497347236755258,1.0,4,4
01.05,FL,26530.0,1.004892551210867,1.0,4,4
01.05,GA,14690.0,1.1246229022523613,1.0,4,4
01.05,HI,840.0,0.5128673451863671,0.9791496908402435,4,3
01.05,IA,4840.0,1.1494317136453809,1.0,4,4
01.05,ID,2620.0,1.1687347636705303,1.0,4,4
01.05,IL,16150.0,0.9960332158295889,1.0,4,4
01.05,IN,9090.0,1.0572828058457167,1.0,4,4
01.05,KS,4560.0,1.1819609888138451,1.0,4,4
01.05,KY,9360.0,1.745266015660464,1.0,4,4
01.05,LA,3850.0,0.7479236809572868,0.9791496908402435,4,3
01.05,MA,9390.0,0.9650105154679293,0.9791496908402435,4,3
01.05,MD,7970.0,1.0832883048527824,1.0,4,4
01.05,ME,2010.0,1.1846263894153288,1.0,4,4
01.05,MI,10760.0,0.9080237058513715,1.0,4,4
01.05,MN,6760.0,0.8582496775906161,1.0,4,4
01.05,MO,9120.0,1.16407457281127,1.0,4,4
01.05,MS,3210.0,1.033062323884128,1.0,4,4
01.05,MT,1760.0,1.2978065594746337,1.0,4,4
01.05,NC,19660.0,1.4858439357918665,1.0,4,4
01.05,ND,1250.0,1.1068537843772541,1.0,4,4
01.05,NE,2910.0,1.066221674951139,1.0,4,4
01.05,NH,2170.0,1.203940364831475,0.9791496908402435,4,3
01.05,NJ,9060.0,0.792246533230174,1.0,4,4
01.05,NM,2470.0,1.0836519339048993,1.0,4,4
01.05,NV,3530.0,0.8617923198929206,0.9791496908402435,4,3
01.05,NY,18020.0,0.7039714107372487,1.0,4,4
01.05,OH,14830.0,0.9965185967854084,1.0,4,4
01.05,OK,7250.0,1.5906914813644168,1.0,4,4
01.05,OR,5310.0,1.006631386197621,1.0,4,4
01.05,PA,16080.0,0.9898178631896917,1.0,4,4
01.05,RI,1330.0,1.0387479689197772,0.9309543210468293,4,2
01.05,SC,6770.0,1.1088756104040656,1.0,4,4
01.05,SD,1480.0,1.2226764847549259,1.0,4,4
01.05,TN,9840.0,1.1135567972568106,1.0,4,4
01.05,TX,36920.0,0.9923683171480631,1.0,4,4
01.05,UT,5530.0,1.2020722494932055,1.0,4,4
01.05,VA,13060.0,1.1983043877974418,1.0,4,4
01.05,VT,850.0,1.0707100183254166,0.9518046302065858,4,3
01.05,WA,10650.0,1.116200090620664,1.0,4,4
01.05,WI,8370.0,1.0594012333987772,1.0,4,4
01.05,WV,1800.0,0.9572943106348493,1.0,4,4
01.05,WY,850.0,1.1484196851033306,0.9518046302065858,4,3
01.06,AK,4150.0,0.9028559632516078,0.9754186985591032,9,4
01.06,AL,39530.0,1.3064136124306815,0.9949072133100907,9,7
01.06,AR,19930.0,1.0633513377014459,0.9949072133100907,9,7
01.06,AZ,45220.0,0.9702245545207111,0.9903793111057172,9,6
01.06,CA,242190.0,0.9168065314540411,1.0,9,9
01.06,CO,54490.0,1.2997481706090397,0.9973918224144399,9,8
01.06,CT,29120.0,1.1950153844510147,0.9779033076634525,9,5
01.06,DC,2100.0,0.2086991950503785,0.9076060813345396,9,2
01.06,DE,8720.0,1.2863707445350114,0.9837860500011033,9,6
01.06,FL,183560.0,1.2803150694178733,1.0,9,9
01.06,GA,66810.0,0.9418527941369782,0.9973918224144399,9,8
01.06,HI,14390.0,1.6178676343208045,0.9891480394536508,9,6
01.06,IA,20480.0,0.8956208538949106,0.9975153908956508,9,8
01.06,ID,16650.0,1.3676826570212628,0.9973918224144399,9,8
01.06,IL,77510.0,0.8802691117686908,0.9928639202100664,9,7
01.06,IN,46430.0,0.9944487383289742,1.0,9,9
01.06,KS,20140.0,0.9612894972748974,0.9975153908956508,9,8
01.06,KY,29160.0,1.0012205020691494,0.9975153908956508,9,8
01.06,LA,26760.0,0.9572802411889989,0.9890244709724398,9,6
01.06,MA,45160.0,0.8546274105889725,0.9780268761446634,9,5
01.06,MD,43940.0,1.0997708818516156,0.9975153908956508,9,8
01.06,ME,13110.0,1.4228020046755212,0.9837860500011033,9,6
01.06,MI,66180.0,1.028414306238711,0.9949072133100907,9,7
01.06,MN,41500.0,0.9702228103685767,0.9929874886912774,9,7
01.06,MO,39070.0,0.9183025852570056,0.9929874886912774,9,7
01.06,MS,20700.0,1.226727969029041,0.9903793111057172,9,6
01.06,MT,10320.0,1.401307432480131,0.9975153908956508,9,8
01.06,NC,80030.0,1.1137787577165617,0.9975153908956508,9,8
01.06,ND,5600.0,0.9131133648625317,0.9818751517023765,9,6
01.06,NE,15540.0,1.0484843768660246,0.9975153908956508,9,8
01.06,NH,13330.0,1.3618579867209273,0.9865398618680906,9,5
01.06,NJ,62110.0,1.0001153895696915,0.9928639202100664,9,7
01.06,NM,13350.0,1.0785258382595542,0.9949072133100907,9,7
01.06,NV,22190.0,0.9975660200695218,0.9754186985591032,9,4
01.06,NY,108710.0,0.7820349497264816,0.9975153908956508,9,8
01.06,OH,80600.0,0.9973227588520699,0.9954720977956265,9,8
01.06,OK,26740.0,1.080353250131214,0.9929874886912774,9,7
01.06,OR,29770.0,1.0392288915656633,0.9954720977956265,9,8
01.06,PA,85440.0,0.9684716533024958,0.9973918224144399,9,8
01.06,RI,9310.0,1.3389509223858707,0.962386636951389,9,3
01.06,SC,38510.0,1.1615131002546555,0.9928639202100664,9,7
01.06,SD,8420.0,1.2809092648459108,0.9973918224144399,9,8
01.06,TN,44360.0,0.924411295265567,0.9928639202100664,9,7
01.06,TX,185180.0,0.9165617069046917,1.0,9,9
01.06,UT,24420.0,0.9774792136635205,0.9903793111057172,9,6
01.06,VA,62950.0,1.0635946355456691,0.9975153908956508,9,8
01.06,VT,5340.0,1.2386557661939555,0.9792581477967298,9,5
01.06,WA,53070.0,1.0242311134845312,1.0,9,9
01.06,WI,39810.0,0.9278625044807592,0.9888788366910126,9,8
01.06,WV,11710.0,1.1467963419046394,0.9949072133100907,9,7
01.06,WY,5760.0,1.43304760286949,0.9949072133100907,9,7
01.07,AK,,,0.0,2,0
01.07,AL,300.0,0.9738181516720368,1.0,2,2
01.07,AR,,,0.37711313394018203,2,1
01.07,AZ,,,0.37711313394018203,2,1
01.07,CA,2810.0,1.044793685995346,1.0,2,2
01.07,CO,440.0,1.030855545299773,1.0,2,2
01.07,CT,,,0.0,2,0
01.07,DC,,,0.0,2,0
01.07,DE,,,0.37711313394018203,2,1
01.07,FL,200.0,0.1370160779842749,1.0,2,2
01.07,GA,950.0,1.3154304538681052,1.0,2,2
01.07,HI,,,0.0,2,0
01.07,IA,630.0,2.70606062761263,1.0,2,2
01.07,ID,150.0,1.2102221272028844,1.0,2,2
01.07,IL,1070.0,1.1935599340589433,1.0,2,2
01.07,IN,330.0,0.694225217731516,1.0,2,2
01.07,KS,530.0,2.4846963889649962,1.0,2,2
01.07,KY,420.0,1.4164271180969281,1.0,2,2
01.07,LA,40.0,0.1405450988200733,0.6228868660598179,2,1
01.07,MA,,,0.0,2,0
01.07,MD,400.0,0.983342667388646,1.0,2,2
01.07,ME,,,0.37711313394018203,2,1
01.07,MI,660.0,1.0073676735921646,1.0,2,2
01.07,MN,,,0.37711313394018203,2,1
01.07,MO,780.0,1.8006932081040532,1.0,2,2
01.07,MS,220.0,1.2805700213228342,1.0,2,2
01.07,MT,,,0.37711313394018203,2,1
01.07,NC,630.0,0.8611709896338402,1.0,2,2
01.07,ND,,,0.37711313394018203,2,1
01.07,NE,410.0,2.7170493954146133,1.0,2,2
01.07,NH,50.0,0.5017350086888245,0.6228868660598179,2,1
01.07,NJ,970.0,1.5341331105826959,1.0,2,2
01.07,NM,,,0.37711313394018203,2,1
01.07,NV,,,0.0,2,0
01.07,NY,920.0,0.6500506877362734,1.0,2,2
01.07,OH,370.0,0.44968162330726835,1.0,2,2
01.07,OK,,,0.37711313394018203,2,1
01.07,OR,480.0,1.64579728981976,1.0,2,2
01.07,PA,660.0,0.7348053971915194,1.0,2,2
01.07,RI,40.0,0.5650380535362675,0.6228868660598179,2,1
01.07,SC,120.0,0.3554958767431473,1.0,2,2
01.07,SD,170.0,2.540141587439604,1.0,2,2
01.07,TN,300.0,0.6140414502301806,1.0,2,2
01.07,TX,2070.0,1.0063306554258833,1.0,2,2
01.07,UT,230.0,0.9042581573763085,1.0,2,2
01.07,VA,330.0,0.5476424083878116,1.0,2,2
01.07,VT,,,0.37711313394018203,2,1
01.07,WA,460.0,0.8719858479853884,1.0,2,2
01.07,WI,860.0,1.9687593182312904,1.0,2,2
01.07,WV,,,0.37711313394018203,2,1
01.07,WY,,,0.37711313394018203,2,1
01.08,AK,230.0,0.930208825622738,0.9158257445237509,3,2
01.08,AL,1170.0,0.7188230417621474,1.0,3,3
01.08,AR,620.0,0.6149551148570602,1.0,3,3
01.08,AZ,2250.0,0.8974421585085511,0.9158257445237509,3,2
01.08,CA,14810.0,1.0422185421686316,1.0,3,3
01.08,CO,1740.0,0.7715674551628969,1.0,3,3
01.08,CT,960.0,0.7323785300194402,0.9158257445237509,3,2
01.08,DC,2730.0,5.043666611959363,0.9158257445237509,3,2
01.08,DE,180.0,0.4936332671963213,1.0,3,3
01.08,FL,11820.0,1.532634263012928,1.0,3,3
01.08,GA,2660.0,0.6971166264506039,1.0,3,3
01.08,HI,600.0,1.2540524152483128,0.9158257445237509,3,2
01.08,IA,1260.0,1.024346848453907,1.0,3,3
01.08,ID,510.0,0.7787956617732369,1.0,3,3
01.08,IL,3600.0,0.7600505407699707,0.9158257445237509,3,2
01.08,IN,2420.0,0.9635656931316587,1.0,3,3
01.08,KS,830.0,0.7364700143423569,1.0,3,3
01.08,KY,1460.0,0.931917175071285,1.0,3,3
01.08,LA,1140.0,0.758123716044828,0.9158257445237509,3,2
01.08,MA,2510.0,0.883036899125612,0.9158257445237509,3,2
01.08,MD,2330.0,1.084127425022738,1.0,3,3
01.08,ME,480.0,0.9684233663039763,1.0,3,3
01.08,MI,2670.0,0.7713204634766221,1.0,3,3
01.08,MN,1700.0,0.7388470626118453,0.9158257445237509,3,2
01.08,MO,1730.0,0.7559111378056473,0.9158257445237509,3,2
01.08,MS,410.0,0.4516936903126624,0.9158257445237509,3,2
01.08,MT,560.0,1.4135917463005763,1.0,3,3
01.08,NC,3440.0,0.8899934324616556,1.0,3,3
01.08,ND,280.0,0.8487444536509368,1.0,3,3
01.08,NE,830.0,1.0410492773039777,1.0,3,3
01.08,NH,290.0,0.5507847614457039,0.9158257445237509,3,2
01.08,NJ,2850.0,0.8531309280402134,0.9158257445237509,3,2
01.08,NM,660.0,0.9912323546556195,1.0,3,3
01.08,NV,2060.0,1.7216061725671277,0.9158257445237509,3,2
01.08,NY,13990.0,1.8709260704716013,1.0,3,3
01.08,OH,2770.0,0.637180831801499,0.9158257445237509,3,2
01.08,OK,1010.0,0.758591547256297,0.9158257445237509,3,2
01.08,OR,1140.0,0.7398087681994988,0.9158257445237509,3,2
01.08,PA,4720.0,0.9946033510386093,1.0,3,3
01.08,RI,400.0,1.0694419472542203,0.9158257445237509,3,2
01.08,SC,1220.0,0.6840575962812493,0.9158257445237509,3,2
01.08,SD,310.0,0.8766984016877231,1.0,3,3
01.08,TN,2640.0,1.0227273694308832,0.9158257445237509,3,2
01.08,TX,6900.0,0.634890699829768,1.0,3,3
01.08,UT,2150.0,1.5998621970252431,0.9158257445237509,3,2
01.08,VA,4730.0,1.485674913295575,1.0,3,3
01.08,VT,190.0,0.8193042697787108,0.9158257445237509,3,2
01.08,WA,2450.0,0.8790168631536297,1.0,3,3
01.08,WI,2220.0,0.9618927854026108,1.0,3,3
01.08,WV,470.0,0.8556763079009474,1.0,3,3
01.08,WY,250.0,1.1562730084652404,1.0,3,3
