unit_id,school_name,cip_code,cip_description,credential_level,credential_label,median_debt,median_earnings_1yr,median_earnings_4yr,median_earnings_5yr
100654.0,Alabama A & M University,2601,"Biology, General.",3,Bachelor's Degree,27011.0,29098.0,38526.0,40721.0
100654.0,Alabama A & M University,2701,Mathematics.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,32737.0,,,
100654.0,Alabama A & M University,4005,Chemistry.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,4008,Physics.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,4201,"Psychology, General.",3,Bachelor's Degree,25500.0,26504.0,41597.0,41798.0
100654.0,Alabama A & M University,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,30500.0,31682.0,41331.0,45437.0
100654.0,Alabama A & M University,4407,Social Work.,3,Bachelor's Degree,30000.0,,39630.0,51819.0
100654.0,Alabama A & M University,4510,Political Science and Government.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,4511,Sociology.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,5007,Fine and Studio Arts.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,5009,Music.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,30000.0,40183.0,51283.0,54650.0
100654.0,Alabama A & M University,5203,Accounting and Related Services.,3,Bachelor's Degree,27875.0,47156.0,,
100654.0,Alabama A & M University,5207,Entrepreneurial and Small Business Operations.,3,Bachelor's Degree,,,,
100654.0,Alabama A & M University,5208,Finance and Financial Management Services.,3,Bachelor's Degree,,,,56731.0
100654.0,Alabama A & M University,5214,Marketing.,3,Bachelor's Degree,26500.0,25945.0,,
100663.0,University of Alabama at Birmingham,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,901,Communication and Media Studies.,3,Bachelor's Degree,21360.0,33190.0,40729.0,39661.0
100663.0,University of Alabama at Birmingham,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,20750.0,69633.0,86934.0,101625.0
100663.0,University of Alabama at Birmingham,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,28267.0,42981.0,40010.0,47772.0
100663.0,University of Alabama at Birmingham,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,22500.0,32093.0,38487.0,47189.0
100663.0,University of Alabama at Birmingham,1401,"Engineering, General.",3,Bachelor's Degree,,,108815.0,129181.0
100663.0,University of Alabama at Birmingham,1405,Biomedical/Medical Engineering.,3,Bachelor's Degree,22676.0,42570.0,63236.0,85321.0
100663.0,University of Alabama at Birmingham,1408,Civil Engineering.,3,Bachelor's Degree,25750.0,62283.0,75040.0,84553.0
100663.0,University of Alabama at Birmingham,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,23362.0,76151.0,94376.0,99457.0
100663.0,University of Alabama at Birmingham,1418,Materials Engineering,3,Bachelor's Degree,,69498.0,76224.0,88034.0
100663.0,University of Alabama at Birmingham,1419,Mechanical Engineering.,3,Bachelor's Degree,20250.0,58191.0,78456.0,87901.0
100663.0,University of Alabama at Birmingham,1601,"Linguistic, Comparative, and Related Language Studies and Services.",3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,2301,"English Language and Literature, General.",3,Bachelor's Degree,22373.0,32324.0,40560.0,36019.0
100663.0,University of Alabama at Birmingham,2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor's Degree,21614.0,40968.0,41150.0,50137.0
100663.0,University of Alabama at Birmingham,2601,"Biology, General.",3,Bachelor's Degree,21250.0,28127.0,40480.0,55561.0
100663.0,University of Alabama at Birmingham,2605,Microbiological Sciences and Immunology.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,2608,Genetics.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,2611,"Biomathematics, Bioinformatics, and Computational Biology.",3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,2615,Neurobiology and Neurosciences.,3,Bachelor's Degree,18625.0,,,
100663.0,University of Alabama at Birmingham,2701,Mathematics.,3,Bachelor's Degree,23571.0,46130.0,46880.0,52520.0
100663.0,University of Alabama at Birmingham,3801,Philosophy.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,4005,Chemistry.,3,Bachelor's Degree,26000.0,33931.0,,59510.0
100663.0,University of Alabama at Birmingham,4008,Physics.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,4201,"Psychology, General.",3,Bachelor's Degree,21868.0,30132.0,37691.0,44287.0
100663.0,University of Alabama at Birmingham,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,21500.0,34459.0,44301.0,48974.0
100663.0,University of Alabama at Birmingham,4304,Security Science and Technology.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,4407,Social Work.,3,Bachelor's Degree,24990.0,35750.0,40627.0,45369.0
100663.0,University of Alabama at Birmingham,4502,Anthropology.,3,Bachelor's Degree,21500.0,,,
100663.0,University of Alabama at Birmingham,4510,Political Science and Government.,3,Bachelor's Degree,19500.0,34474.0,52157.0,
100663.0,University of Alabama at Birmingham,4511,Sociology.,3,Bachelor's Degree,26500.0,28137.0,34832.0,38987.0
100663.0,University of Alabama at Birmingham,4599,"Social Sciences, Other.",3,Bachelor's Degree,,,,50950.0
100663.0,University of Alabama at Birmingham,5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,24784.0,26670.0,,
100663.0,University of Alabama at Birmingham,5007,Fine and Studio Arts.,3,Bachelor's Degree,23437.0,30809.0,34829.0,41015.0
100663.0,University of Alabama at Birmingham,5009,Music.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,5100,"Health Services/Allied Health/Health Sciences, General.",3,Bachelor's Degree,24125.0,,,
100663.0,University of Alabama at Birmingham,5107,Health and Medical Administrative Services.,3,Bachelor's Degree,25125.0,40285.0,51637.0,58386.0
100663.0,University of Alabama at Birmingham,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor's Degree,,,42483.0,62080.0
100663.0,University of Alabama at Birmingham,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,5122,Public Health.,3,Bachelor's Degree,25000.0,32187.0,41267.0,49049.0
100663.0,University of Alabama at Birmingham,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,18000.0,65173.0,66727.0,84228.0
100663.0,University of Alabama at Birmingham,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,24000.0,45761.0,56415.0,62800.0
100663.0,University of Alabama at Birmingham,5203,Accounting and Related Services.,3,Bachelor's Degree,27000.0,51640.0,53666.0,63551.0
100663.0,University of Alabama at Birmingham,5206,Business/Managerial Economics.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,5207,Entrepreneurial and Small Business Operations.,3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,5208,Finance and Financial Management Services.,3,Bachelor's Degree,19000.0,50939.0,62664.0,71298.0
100663.0,University of Alabama at Birmingham,5210,Human Resources Management and Services.,3,Bachelor's Degree,22375.0,45343.0,,
100663.0,University of Alabama at Birmingham,5212,Management Information Systems and Services.,3,Bachelor's Degree,26000.0,57778.0,62629.0,74931.0
100663.0,University of Alabama at Birmingham,5214,Marketing.,3,Bachelor's Degree,22072.0,39348.0,47757.0,62426.0
100663.0,University of Alabama at Birmingham,5218,"General Sales, Merchandising and Related Marketing Operations.",3,Bachelor's Degree,,,,
100663.0,University of Alabama at Birmingham,5401,History.,3,Bachelor's Degree,20750.0,28121.0,40599.0,47929.0
100690.0,Amridge University,1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,,,,
100690.0,Amridge University,3902,Bible/Biblical Studies.,3,Bachelor's Degree,,,,
100690.0,Amridge University,3907,Pastoral Counseling and Specialized Ministries.,3,Bachelor's Degree,,,,
100690.0,Amridge University,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,,,,
100690.0,Amridge University,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,,,,
100690.0,Amridge University,5205,Business/Corporate Communications.,3,Bachelor's Degree,,,,
100690.0,Amridge University,5210,Human Resources Management and Services.,3,Bachelor's Degree,,,,
100690.0,Amridge University,5212,Management Information Systems and Services.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,901,Communication and Media Studies.,3,Bachelor's Degree,,,,49715.0
100706.0,University of Alabama in Huntsville,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,20500.0,75159.0,76810.0,81623.0
100706.0,University of Alabama in Huntsville,1110,Computer/Information Technology Administration and Management.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,1301,"Education, General.",3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,1310,Special Education and Teaching.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,,,45685.0,49945.0
100706.0,University of Alabama in Huntsville,1401,"Engineering, General.",3,Bachelor's Degree,,,70869.0,83694.0
100706.0,University of Alabama in Huntsville,1402,"Aerospace, Aeronautical and Astronautical Engineering.",3,Bachelor's Degree,23250.0,70383.0,,
100706.0,University of Alabama in Huntsville,1407,Chemical Engineering.,3,Bachelor's Degree,26000.0,60528.0,,
100706.0,University of Alabama in Huntsville,1408,Civil Engineering.,3,Bachelor's Degree,19049.0,64122.0,,
100706.0,University of Alabama in Huntsville,1409,Computer Engineering.,3,Bachelor's Degree,21500.0,83909.0,,
100706.0,University of Alabama in Huntsville,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,22125.0,81516.0,85408.0,94540.0
100706.0,University of Alabama in Huntsville,1419,Mechanical Engineering.,3,Bachelor's Degree,22675.0,73984.0,83433.0,90362.0
100706.0,University of Alabama in Huntsville,1435,Industrial Engineering.,3,Bachelor's Degree,27997.0,76690.0,,
100706.0,University of Alabama in Huntsville,1499,"Engineering, Other.",3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,1601,"Linguistic, Comparative, and Related Language Studies and Services.",3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,2301,"English Language and Literature, General.",3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,2313,Rhetoric and Composition/Writing Studies.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,2601,"Biology, General.",3,Bachelor's Degree,19736.0,36775.0,43133.0,56905.0
100706.0,University of Alabama in Huntsville,2701,Mathematics.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,3099,"Multi/Interdisciplinary Studies, Other.",3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,20000.0,27788.0,,
100706.0,University of Alabama in Huntsville,3801,Philosophy.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,4005,Chemistry.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,4008,Physics.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,4099,"Physical Sciences, Other.",3,Bachelor's Degree,23392.0,,,
100706.0,University of Alabama in Huntsville,4201,"Psychology, General.",3,Bachelor's Degree,24750.0,27247.0,,
100706.0,University of Alabama in Huntsville,4510,Political Science and Government.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,4511,Sociology.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,5007,Fine and Studio Arts.,3,Bachelor's Degree,25250.0,35123.0,,
100706.0,University of Alabama in Huntsville,5009,Music.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,20911.0,63036.0,57022.0,70913.0
100706.0,University of Alabama in Huntsville,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,18500.0,39476.0,55070.0,68307.0
100706.0,University of Alabama in Huntsville,5203,Accounting and Related Services.,3,Bachelor's Degree,21034.0,45751.0,69175.0,75678.0
100706.0,University of Alabama in Huntsville,5206,Business/Managerial Economics.,3,Bachelor's Degree,,,,
100706.0,University of Alabama in Huntsville,5208,Finance and Financial Management Services.,3,Bachelor's Degree,,56584.0,,
100706.0,University of Alabama in Huntsville,5212,Management Information Systems and Services.,3,Bachelor's Degree,20088.0,52769.0,75743.0,83727.0
100706.0,University of Alabama in Huntsville,5214,Marketing.,3,Bachelor's Degree,15250.0,40225.0,,
100706.0,University of Alabama in Huntsville,5401,History.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,901,Communication and Media Studies.,3,Bachelor's Degree,32250.0,21996.0,33507.0,37881.0
100724.0,Alabama State University,1104,Information Science/Studies.,3,Bachelor's Degree,32500.0,30651.0,44692.0,45185.0
100724.0,Alabama State University,1107,Computer Science.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,1301,"Education, General.",3,Bachelor's Degree,,,,
100724.0,Alabama State University,1310,Special Education and Teaching.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,32250.0,39444.0,38533.0,46679.0
100724.0,Alabama State University,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,50215.0,,,49194.0
100724.0,Alabama State University,1405,Biomedical/Medical Engineering.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,2301,"English Language and Literature, General.",3,Bachelor's Degree,,,,
100724.0,Alabama State University,2601,"Biology, General.",3,Bachelor's Degree,31000.0,30174.0,33460.0,46828.0
100724.0,Alabama State University,2613,"Ecology, Evolution, Systematics, and Population Biology.",3,Bachelor's Degree,,,,
100724.0,Alabama State University,2701,Mathematics.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,3099,"Multi/Interdisciplinary Studies, Other.",3,Bachelor's Degree,22388.0,27978.0,,
100724.0,Alabama State University,3103,"Parks, Recreation and Leisure Facilities Management.",3,Bachelor's Degree,,,,
100724.0,Alabama State University,4005,Chemistry.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,4201,"Psychology, General.",3,Bachelor's Degree,31000.0,22705.0,28440.0,39530.0
100724.0,Alabama State University,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,31000.0,32898.0,34218.0,40621.0
100724.0,Alabama State University,4304,Security Science and Technology.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,4407,Social Work.,3,Bachelor's Degree,33188.0,34792.0,34589.0,42241.0
100724.0,Alabama State University,4510,Political Science and Government.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5003,Dance.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,29000.0,17997.0,33076.0,
100724.0,Alabama State University,5007,Fine and Studio Arts.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5009,Music.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5107,Health and Medical Administrative Services.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5123,Rehabilitation and Therapeutic Professions.,3,Bachelor's Degree,32750.0,22847.0,37793.0,41952.0
100724.0,Alabama State University,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,31187.0,28447.0,43995.0,
100724.0,Alabama State University,5203,Accounting and Related Services.,3,Bachelor's Degree,30000.0,39762.0,,
100724.0,Alabama State University,5208,Finance and Financial Management Services.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5214,Marketing.,3,Bachelor's Degree,,,,
100724.0,Alabama State University,5401,History.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,301,Natural Resources Conservation and Research.,3,Bachelor's Degree,20807.0,,,66481.0
100751.0,The University of Alabama,501,Area Studies.,3,Bachelor's Degree,,,69936.0,83580.0
100751.0,The University of Alabama,502,"Ethnic, Cultural Minority, Gender, and Group Studies.",3,Bachelor's Degree,,,,
100751.0,The University of Alabama,901,Communication and Media Studies.,3,Bachelor's Degree,24459.0,40790.0,45947.0,52949.0
100751.0,The University of Alabama,904,Journalism.,3,Bachelor's Degree,23375.0,35509.0,49146.0,56575.0
100751.0,The University of Alabama,907,"Radio, Television, and Digital Communication.",3,Bachelor's Degree,23875.0,31911.0,44365.0,47815.0
100751.0,The University of Alabama,909,"Public Relations, Advertising, and Applied Communication.",3,Bachelor's Degree,24889.0,42445.0,54063.0,64089.0
100751.0,The University of Alabama,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,21992.0,83651.0,88504.0,102009.0
100751.0,The University of Alabama,1110,Computer/Information Technology Administration and Management.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1306,"Educational Assessment, Evaluation, and Research.",3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1310,Special Education and Teaching.,3,Bachelor's Degree,25473.0,45631.0,45349.0,50092.0
100751.0,The University of Alabama,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,26125.0,44025.0,45312.0,48985.0
100751.0,The University of Alabama,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,23750.0,28391.0,47390.0,53220.0
100751.0,The University of Alabama,1402,"Aerospace, Aeronautical and Astronautical Engineering.",3,Bachelor's Degree,26787.0,73887.0,80428.0,93809.0
100751.0,The University of Alabama,1404,Architectural Engineering.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1407,Chemical Engineering.,3,Bachelor's Degree,22625.0,69809.0,86590.0,97080.0
100751.0,The University of Alabama,1408,Civil Engineering.,3,Bachelor's Degree,25000.0,70619.0,78604.0,86784.0
100751.0,The University of Alabama,1409,Computer Engineering.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1410,"Electrical, Electronics and Communications Engineering.",3,Bachelor's Degree,23787.0,79504.0,96527.0,108377.0
100751.0,The University of Alabama,1414,Environmental/Environmental Health Engineering.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1419,Mechanical Engineering.,3,Bachelor's Degree,24015.0,75238.0,83433.0,91807.0
100751.0,The University of Alabama,1420,Metallurgical Engineering.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1433,Construction Engineering.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1436,Manufacturing Engineering.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1601,"Linguistic, Comparative, and Related Language Studies and Services.",3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1605,"Germanic Languages, Literatures, and Linguistics.",3,Bachelor's Degree,,,,
100751.0,The University of Alabama,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,,,,57228.0
100751.0,The University of Alabama,1901,"Family and Consumer Sciences/Human Sciences, General.",3,Bachelor's Degree,22497.0,35059.0,41357.0,48766.0
100751.0,The University of Alabama,1904,Family and Consumer Economics and Related Studies.,3,Bachelor's Degree,22477.0,41201.0,50044.0,58969.0
100751.0,The University of Alabama,1905,"Foods, Nutrition, and Related Services.",3,Bachelor's Degree,23719.0,37836.0,,
100751.0,The University of Alabama,1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,24125.0,30264.0,39482.0,44281.0
100751.0,The University of Alabama,1909,Apparel and Textiles.,3,Bachelor's Degree,25000.0,37111.0,43877.0,52091.0
100751.0,The University of Alabama,2301,"English Language and Literature, General.",3,Bachelor's Degree,21500.0,25045.0,36956.0,44593.0
100751.0,The University of Alabama,2601,"Biology, General.",3,Bachelor's Degree,23905.0,29848.0,42650.0,61478.0
100751.0,The University of Alabama,2605,Microbiological Sciences and Immunology.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,2613,"Ecology, Evolution, Systematics, and Population Biology.",3,Bachelor's Degree,,17511.0,,
100751.0,The University of Alabama,2701,Mathematics.,3,Bachelor's Degree,20000.0,44857.0,60584.0,69002.0
100751.0,The University of Alabama,3000,"Multi-/Interdisciplinary Studies, General.",3,Bachelor's Degree,26735.0,44838.0,45329.0,52664.0
100751.0,The University of Alabama,3105,Health and Physical Education/Fitness.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,3801,Philosophy.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,3802,Religion/Religious Studies.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,4005,Chemistry.,3,Bachelor's Degree,25000.0,,,
100751.0,The University of Alabama,4006,Geological and Earth Sciences/Geosciences.,3,Bachelor's Degree,,,50535.0,60104.0
100751.0,The University of Alabama,4008,Physics.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,4201,"Psychology, General.",3,Bachelor's Degree,23250.0,29245.0,39261.0,47796.0
100751.0,The University of Alabama,4301,Criminal Justice and Corrections.,3,Bachelor's Degree,23250.0,34194.0,46119.0,55350.0
100751.0,The University of Alabama,4407,Social Work.,3,Bachelor's Degree,24072.0,31462.0,46391.0,50275.0
100751.0,The University of Alabama,4502,Anthropology.,3,Bachelor's Degree,,,31987.0,38674.0
100751.0,The University of Alabama,4504,Criminology.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,4507,Geography and Cartography.,3,Bachelor's Degree,19750.0,40546.0,55745.0,57002.0
100751.0,The University of Alabama,4509,International Relations and National Security Studies.,3,Bachelor's Degree,23250.0,35324.0,50456.0,58536.0
100751.0,The University of Alabama,4510,Political Science and Government.,3,Bachelor's Degree,23250.0,32699.0,50056.0,61049.0
100751.0,The University of Alabama,4511,Sociology.,3,Bachelor's Degree,,,,
100751.0,The University of Alabama,5003,Dance.,3,Bachelor's Degree,,18716.0,,
100751.0,The University of Alabama,5004,Design and Applied Arts.,3,Bachelor's Degree,26000.0,44215.0,47102.0,57905.0
100751.0,The University of Alabama,5005,Drama/Theatre Arts and Stagecraft.,3,Bachelor's Degree,26750.0,19543.0,,27525.0
100751.0,The University of Alabama,5007,Fine and Studio Arts.,3,Bachelor's Degree,22250.0,21836.0,36075.0,45258.0
100751.0,The University of Alabama,5009,Music.,3,Bachelor's Degree,23519.0,,,
100751.0,The University of Alabama,5102,Communication Disorders Sciences and Services.,3,Bachelor's Degree,21500.0,29044.0,51899.0,54812.0
100751.0,The University of Alabama,5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",3,Bachelor's Degree,27000.0,,,50065.0
100751.0,The University of Alabama,5122,Public Health.,3,Bachelor's Degree,25000.0,35698.0,,
100751.0,The University of Alabama,5131,Dietetics and Clinical Nutrition Services.,3,Bachelor's Degree,,,52227.0,58057.0
100751.0,The University of Alabama,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,Bachelor's Degree,20000.0,73000.0,65351.0,80311.0
100751.0,The University of Alabama,5199,"Health Professions and Related Clinical Sciences, Other.",3,Bachelor's Degree,,,50382.0,54289.0
100751.0,The University of Alabama,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,23250.0,48668.0,57872.0,69113.0
100751.0,The University of Alabama,5203,Accounting and Related Services.,3,Bachelor's Degree,22190.0,53452.0,68159.0,79435.0
100751.0,The University of Alabama,5206,Business/Managerial Economics.,3,Bachelor's Degree,21500.0,55550.0,85603.0,103502.0
100751.0,The University of Alabama,5208,Finance and Financial Management Services.,3,Bachelor's Degree,23250.0,55580.0,72138.0,84758.0
100751.0,The University of Alabama,5209,Hospitality Administration/Management.,3,Bachelor's Degree,22662.0,32178.0,44200.0,52250.0
100751.0,The University of Alabama,5212,Management Information Systems and Services.,3,Bachelor's Degree,21375.0,74078.0,95503.0,110434.0
100751.0,The University of Alabama,5213,Management Sciences and Quantitative Methods.,3,Bachelor's Degree,23250.0,60832.0,73219.0,79720.0
100751.0,The University of Alabama,5214,Marketing.,3,Bachelor's Degree,21500.0,48879.0,65054.0,80393.0
100751.0,The University of Alabama,5401,History.,3,Bachelor's Degree,20568.0,25533.0,47167.0,56524.0
100812.0,Athens State University,1101,"Computer and Information Sciences, General.",3,Bachelor's Degree,22750.0,78435.0,84779.0,90135.0
100812.0,Athens State University,1310,Special Education and Teaching.,3,Bachelor's Degree,23144.0,43668.0,,
100812.0,Athens State University,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",3,Bachelor's Degree,17984.0,40948.0,40525.0,45657.0
100812.0,Athens State University,1313,"Teacher Education and Professional Development, Specific Subject Areas.",3,Bachelor's Degree,22366.0,42403.0,44003.0,51026.0
100812.0,Athens State University,1399,"Education, Other.",3,Bachelor's Degree,,31706.0,,
100812.0,Athens State University,2301,"English Language and Literature, General.",3,Bachelor's Degree,18280.0,40917.0,39139.0,43504.0
100812.0,Athens State University,2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor's Degree,20832.0,50903.0,40020.0,40930.0
100812.0,Athens State University,2601,"Biology, General.",3,Bachelor's Degree,,36907.0,,58894.0
