cip4,hours_per_week,time_pressure,decision_autonomy,decision_frequency,precision_required,physical_standing,physical_sitting,outdoor_work,indoor_climate_controlled,teamwork_required,customer_facing,phone_use,email_use,n_routing_socs,n_routing_socs_with_context,pct_routing_emp_with_context
11.07,2.316193280018376,3.629875510384313,4.201495856080706,2.9901876797035585,4.187677832333871,1.690654601062973,4.705892791309878,1.1361390567269791,3.825369731335369,4.49677292274284,2.4330776430744883,3.9649926371441397,4.772355495245001,13,13,1.0
11.08,2.2790629459914937,3.6207012749981327,4.24277080573439,2.961184453921543,4.1905283782643545,1.6676199629592745,4.738747004237034,1.0978852385715976,3.708179491266736,4.516025491360623,2.38229836244577,3.8422844815432233,4.724233512560139,13,13,1.0
11.09,2.318205329146965,3.5949436387949754,4.214972316059238,2.990408236364336,4.2285969218841295,1.764397030815612,4.621401200682938,1.1637994363512054,3.8135689488915565,4.543133492736539,2.522173461583748,4.023544174389917,4.761151724642082,10,10,1.0
11.10,2.5296957786024428,3.6942649048220018,4.265932287211193,3.671504983675366,4.058262244667583,2.0701860814073227,4.202990259874056,1.5846286998724528,4.49169627588667,4.3737654826348855,2.7586437408336457,4.563404030193378,4.9370410680188686,13,12,0.7798033426927563
12.03,2.5453977272727273,4.022859848484848,4.350317234848485,4.49721590909091,4.548641098484849,3.1796780303030303,2.9233191287878793,3.5660179924242428,4.531486742424242,4.408821022727272,4.614554924242423,4.867372159090909,4.118967803030303,4,3,0.9347200708121266
12.04,1.7770551426298924,3.1941951745523824,4.469672766667581,3.616920691800262,4.185027933137689,3.620951333610414,2.635141068674589,1.3169563217711804,4.4553490938959905,3.9635847983813965,3.8994353473041214,4.361855598617971,2.487396030063861,8,8,1.0
12.05,1.7892511734549952,3.281778349039495,3.819922306992371,3.7574697065142924,4.026913277804997,4.4258601059238005,1.5313210144420333,1.5396169435659883,4.529354445978649,4.203405299583643,3.5706671672276764,3.323236020879333,2.467193994964695,14,11,0.9641868940229006
12.06,1.8835939393939394,2.8858931818181817,2.8755719696969697,4.234866666666667,4.675064393939394,4.243522727272727,2.010980303030303,1.1272318181818182,4.725517424242423,4.449820454545454,4.441612121212121,2.319585606060606,2.7515439393939394,4,4,1.0
12.99,1.95,3.86,4.41,3.23,3.76,3.36,2.9100000000000006,1.57,4.64,4.0,4.27,4.91,5.0,1,1,1.0
13.01,2.5900000000000003,3.5200000000000005,4.86,4.02,4.3,2.31,4.01,1.06,4.78,4.48,4.02,4.08,5.0,3,1,1.0
13.02,2.5936456512325385,3.457599076197655,4.097617707280825,3.836997535457865,3.321517217045437,3.7281550683496123,2.541714727911341,2.4270385933398555,4.4556803152047815,4.599493512533881,3.7280806509385043,3.465360031648785,4.6318657011649105,8,7,0.9676648379361987
13.03,2.863384826257687,3.6059209453952734,4.203876416981551,3.496663332592428,3.487656516262873,2.7864706971919686,3.681938208490776,1.6458246276950435,4.9440308957546115,4.745573831221754,3.6919382084907757,4.454927761724828,5.0,2,2,1.0
13.04,2.757279924260973,3.6692617077191785,4.325308914026411,4.086608556551263,3.724931035045623,3.2128774300964693,3.0245445048397888,2.0902716158203156,4.206165058844653,4.733408092976184,3.8111192726441736,4.612755333561856,4.949613469794166,5,4,0.9199201153222416
13.05,2.4728366846745113,3.6523019671752492,4.247179612211115,3.2039117658381344,3.1836891272825265,2.7721114091031582,3.726465885613828,1.5557536988797496,4.41216479102773,4.425578411117812,3.3975748437680453,4.54773935248752,4.971241643034044,3,3,1.0
13.06,2.2329392786542837,3.909039759800082,4.180871199405942,3.6892089746067587,4.072834066863103,1.9839816594952548,4.214140899879403,1.6781930034791341,4.304095037315078,4.388765709666199,3.56108034015889,4.808004870069321,4.992767645120784,8,6,0.8902724510634059
13.09,2.5900000000000003,3.5200000000000005,4.86,4.02,4.3,2.31,4.01,1.06,4.78,4.48,4.02,4.08,5.0,1,1,1.0
13.10,2.4374389993380654,3.7391481591381153,4.3486670014379945,3.9748147725457077,3.835078176713611,3.0931250142658238,3.050905023852457,1.9992716441076444,4.2285590376846,4.704434959256807,3.2758334664810205,3.8636294537901446,4.879624980027847,9,6,1.0
13.11,2.301567880327406,3.7424703640982218,3.978836202841283,3.8479337190704674,3.8984563458462693,2.3554391287985696,4.059644369178662,1.6199515476526483,4.494442327594317,4.74871765923417,3.961449336720294,4.801971963496095,4.865724668360146,2,2,1.0
13.12,2.4731697721228927,3.43321566852942,4.169796196772762,3.7317271225694855,3.306626870462464,3.54082727213961,2.7219290979650883,2.2862460573448744,4.426110953838335,4.5138195885595565,3.63630775780785,3.50711374239611,4.618737926837695,13,9,0.9419366623764102
13.13,2.5704938304815395,3.5214946312877258,4.284887587090258,3.8281813008651597,3.4081249133494596,3.584876785518445,2.747848811102857,2.169091364329568,4.50904337803639,4.420442802366413,3.6845769073982493,3.6241593293920698,4.862163190643604,30,29,0.9747843732098337
13.14,2.5937041583717413,3.456597636591281,4.085382634839501,3.8340606251544687,3.305814061494255,3.7509142931637136,2.5181509898233827,2.4489774767312067,4.450475479159254,4.601411201068993,3.7233957908402293,3.455495998066253,4.625957707422929,6,6,1.0
13.15,1.6207105139331834,3.4126062633972913,4.069810738746275,3.02786845820045,3.7179149892821672,2.9782469807079,3.337440267684425,1.1170617451769749,3.951895749464108,4.09037852250745,2.822891723741308,2.6757834474826163,4.733980760181942,6,2,0.6252492563172175
13.99,,,,,,,,,,,,,,2,1,0.320966865833786
14.01,2.69011511157172,3.5885755107922943,4.363025166460952,3.6829265048717925,4.091871019686964,2.345288687372478,3.724500827476763,2.0813794804817474,4.461159726318721,4.428757618939664,3.12732188522201,4.448808016749225,4.941900403513829,3,3,1.0
14.02,2.7310888119481262,3.663657331339247,4.4194418365016395,3.689699552722226,4.044586548114155,2.3349440830215245,3.746313208088341,2.0017774165962896,4.507095654668005,4.461238532298047,3.17975468644363,4.405798774866321,4.8995350638175825,5,5,1.0
14.03,2.7724809045596563,3.5883599752765787,4.496506157648142,3.8509750686960817,3.993337435001786,2.3545621980131566,3.6951347596554602,2.0856511582435453,4.449476838804429,4.490224325351146,3.112121904610691,4.456659162692584,4.962428849283532,3,3,1.0
14.04,2.679660976641616,3.585938700447942,4.369851486762025,3.667517625216007,4.08226733369373,2.3549555340787176,3.7166176529264163,2.0789026910981683,4.4618010588457215,4.419000792925986,3.122933960728631,4.427264251234856,4.9369659168268925,4,4,1.0
14.05,2.7457238406736773,3.5808177890243966,4.45968467272903,3.7705007131549886,4.02102274815332,2.3388374353954453,3.7197195986917055,2.017820353152388,4.458847157399581,4.48427332433837,3.088606340923051,4.414327819106768,4.954771599720702,3,3,1.0
14.06,2.7524425235579146,3.5828601621661105,4.443921241848633,3.7441355004486243,4.003953298108062,2.349344655004106,3.708965058803477,2.0996458029531153,4.477567751832282,4.477780174827728,3.0592373322944315,4.441820497212009,4.967733765126982,4,4,1.0
14.07,2.6777385765478905,3.5823680133299716,4.3303014322318685,3.6208247669252214,4.10222360363382,2.3230972351279666,3.7507272993934477,2.0814803395229604,4.481154020293344,4.423233162288872,3.0806691847154175,4.425497449663664,4.941019115523918,5,5,1.0
14.08,2.6232176072921103,3.6945417386022554,4.1276219262905025,3.6231742817383106,4.116005647118845,2.2400013579275253,3.9496544102160493,2.4730619841624706,4.420517324650792,4.4280466469879345,3.3911077624363206,4.641480569096987,4.962196149017248,7,7,1.0
14.09,2.231521306482925,3.568499294117804,4.25199645423936,2.70371608089792,4.241665905956734,1.7179812497513303,4.702751181668199,1.2138152030195866,3.560013407654983,4.50025468640669,2.19596719356872,3.7296161238752705,4.650780787732652,7,7,1.0
14.10,2.6512887855006277,3.672954130480257,4.381024603678913,3.5824758245113375,4.233966767485507,2.2775647047917937,3.952659557324953,1.9217843528126228,4.5409633645622645,4.390127871596925,3.0980773493429314,4.470678584027891,4.91502852943893,7,7,1.0
14.11,2.6349830300604054,3.5912248247375724,4.223055289396517,3.410630689105652,4.149463590343249,2.3937129533256094,3.714109086921308,2.005577535006394,4.519048869160473,4.466205286803461,3.058510421371696,4.446207685200625,4.959665146629151,4,4,1.0
14.12,2.628211023160413,3.5262768985258504,4.325665401800122,3.5839818269516934,4.12066184136288,2.3238486688393962,3.8079033614718405,1.9887255146344498,4.456395014884421,4.436315794540379,3.1604398587068787,4.427146600886399,4.940520284511086,5,5,1.0
14.13,2.69011511157172,3.5885755107922943,4.363025166460952,3.6829265048717925,4.091871019686964,2.345288687372478,3.724500827476763,2.0813794804817474,4.461159726318721,4.428757618939664,3.12732188522201,4.448808016749225,4.941900403513829,3,3,1.0
14.14,2.748410231474261,3.6127796177876452,4.381488331822928,3.7365157955706247,3.9887097810031467,2.3567377000367817,3.734093507160748,2.241729164139414,4.414624301586282,4.453460324596088,3.268628448489408,4.526758213528812,4.96053047331578,4,4,1.0
14.18,2.619808170309033,3.666799367721913,4.222623888531716,3.591257636903063,3.978418434676683,2.121313682967119,4.089630697391128,1.8095007538245789,4.385942746929246,4.332505358411763,2.9562957495250664,4.598234580970749,4.980783067708862,4,4,1.0
14.19,2.598016174088825,3.637009423507517,4.1662058599975795,3.3644863916001824,4.064301922470848,2.212940206657509,3.98086794080198,1.82396292043336,4.4901686101481255,4.405896818277845,2.9950898480655814,4.538948732956297,4.983141336076777,5,5,1.0
14.20,2.7563475726529716,3.583817773684816,4.473998594594889,3.7772073439916634,4.001269137792103,2.371634878563675,3.6872936048641125,2.042282603092434,4.455047615559299,4.487295122283035,3.1060924892995803,4.435998984899065,4.9653311112739,3,3,1.0
14.21,2.7774306057338505,3.5891075736185063,4.491151257864354,3.851570496679651,3.9945961403781807,2.356125416486867,3.6956252431717376,2.097066361747321,4.442575285969963,4.485330380070477,3.0985214046711205,4.454210344942583,4.961329079449071,3,3,1.0
14.22,2.7634076086656396,3.592246814996438,4.476353922827695,3.832651239153442,4.003303954540183,2.369129284260909,3.686909041710155,2.1200003722459173,4.4308952800649415,4.46697829172258,3.116703666274581,4.458761231037701,4.954927905987862,3,3,1.0
14.23,2.761994468793971,3.5885328826424714,4.44311104681798,3.8154705802354956,4.029983395599834,2.3339177121606647,3.7044012981621948,2.0774825325344217,4.438060681535152,4.45899397820942,3.0733049225577243,4.466259643221037,4.958718064832636,3,3,1.0
14.24,2.69011511157172,3.5885755107922943,4.363025166460952,3.6829265048717925,4.091871019686964,2.345288687372478,3.724500827476763,2.0813794804817474,4.461159726318721,4.428757618939664,3.12732188522201,4.448808016749225,4.941900403513829,3,3,1.0
14.25,2.75968246893141,3.595287974784297,4.458982231246922,3.860756441039313,3.9801459772676626,2.3399452289779905,3.7322126885075404,2.0855872383043472,4.437219745932694,4.520516730873316,3.118158277351502,4.481748914854553,4.96343250872892,3,3,1.0
14.27,2.6267199205818685,3.6400356362926964,4.293834300799729,3.4887109765474014,4.1629833470378355,2.3833733302856146,3.7435352810744167,1.9073404370994862,4.4654753518246055,4.387227308386128,3.0811908907568393,4.507440653009772,4.94663106393711,5,5,1.0
14.28,2.7563475726529716,3.583817773684816,4.473998594594889,3.7772073439916634,4.001269137792103,2.371634878563675,3.6872936048641125,2.042282603092434,4.455047615559299,4.487295122283035,3.1060924892995803,4.435998984899065,4.9653311112739,3,3,1.0
14.32,2.7524425235579146,3.5828601621661105,4.443921241848633,3.7441355004486243,4.003953298108062,2.349344655004106,3.708965058803477,2.0996458029531153,4.477567751832282,4.477780174827728,3.0592373322944315,4.441820497212009,4.967733765126982,4,4,1.0
14.33,2.5830907225241915,3.708366784666793,4.094762220782878,3.57622479707112,4.087234083245041,2.137152605320372,4.090089228659735,2.2327705936959674,4.402355327116538,4.356807339790157,3.2365173842388124,4.666956385347911,4.971051357469768,5,5,1.0
14.34,2.69011511157172,3.5885755107922943,4.363025166460952,3.6829265048717925,4.091871019686964,2.345288687372478,3.724500827476763,2.0813794804817474,4.461159726318721,4.428757618939664,3.12732188522201,4.448808016749225,4.941900403513829,3,3,1.0
14.35,2.698155443451793,3.8005452642911606,4.3791406726723,3.80080914772747,4.175381024250324,2.548224389226477,3.530202002551791,2.2716941347237083,4.4038997906281,4.472200843111043,3.2266585794298237,4.606136060312391,4.952498696674266,4,4,1.0
14.36,2.5981375447299824,3.6819234762045143,4.217448693804888,3.4922870319496133,4.104645762365346,2.2915407153011955,3.8620945263298645,1.8771005204361897,4.424835368616049,4.340641465082081,3.0739936526239413,4.58252262990318,4.9567314226996935,5,5,1.0
14.37,2.5702914206465763,3.489423256819828,4.05287238724149,3.1593115926040336,4.153257838275529,2.134013431991216,4.166886158918081,1.5433753312895697,4.701099563385656,4.30566219387892,2.8505261225557255,4.233103558112711,4.893016642190392,3,3,1.0
14.38,2.6572481704913167,3.6111491827663906,4.321983422465556,3.666269277410195,4.196564606903222,2.403082031573689,3.6798658424416537,2.305411866986201,4.409630119498299,4.393067830278403,3.2013602570481474,4.471126917144704,4.941964290256439,5,5,1.0
14.39,2.694097799593545,3.588267110939279,4.359820466809333,3.682379842689724,4.091673931124096,2.3470271565744505,3.7242600775392547,2.0944725499011225,4.456823822875168,4.425291721300746,3.119065100360561,4.446337432171173,4.941702827106078,4,4,1.0
14.40,2.6905920768524902,3.5876792059139153,4.347438567751743,3.664449548936911,4.0893681411114144,2.3310404282542514,3.7377942036365366,2.1194319694139527,4.476544395732104,4.424957409144389,3.0936747347068234,4.452243169763461,4.94470382315298,4,4,1.0
14.41,2.6231408690369564,3.662035919755305,4.276241863938564,3.567721137116312,4.2335767256796215,2.3907594783859687,3.788606543404254,2.049605733245106,4.558021847303414,4.430408246023556,3.0674463834380212,4.522406933516151,4.940353204318824,5,5,1.0
14.42,2.69011511157172,3.5885755107922943,4.363025166460952,3.6829265048717925,4.091871019686964,2.345288687372478,3.724500827476763,2.0813794804817474,4.461159726318721,4.428757618939664,3.12732188522201,4.448808016749225,4.941900403513829,3,3,1.0
14.43,2.6905920768524902,3.5876792059139153,4.347438567751743,3.664449548936911,4.0893681411114144,2.3310404282542514,3.7377942036365366,2.1194319694139527,4.476544395732104,4.424957409144389,3.0936747347068234,4.452243169763461,4.94470382315298,4,4,1.0
14.44,2.6905920768524902,3.5876792059139153,4.347438567751743,3.664449548936911,4.0893681411114144,2.3310404282542514,3.7377942036365366,2.1194319694139527,4.476544395732104,4.424957409144389,3.0936747347068234,4.452243169763461,4.94470382315298,4,4,1.0
14.45,2.6766683056809812,3.582962634980159,4.344258363881289,3.6362491804701054,4.105215151337258,2.3362270340925213,3.7387429215773116,2.0435703818596718,4.466786289206374,4.4267540207037905,3.1119516529679467,4.42095401484283,4.9381834692547075,4,4,1.0
14.47,2.666827888415116,3.690720029793704,4.379376095793902,3.685978705414859,4.255188548301236,2.3238176763882246,3.9078996721535417,2.036937297780888,4.525369421868982,4.3844093241093995,3.061856162244968,4.513303403029961,4.916736832169865,5,5,1.0
14.48,2.69011511157172,3.5885755107922943,4.363025166460952,3.6829265048717925,4.091871019686964,2.345288687372478,3.724500827476763,2.0813794804817474,4.461159726318721,4.428757618939664,3.12732188522201,4.448808016749225,4.941900403513829,3,3,1.0
14.99,2.6901088108534714,3.5859166937619866,4.34534414160304,3.6663455953363555,4.078632027944162,2.343904492094582,3.7286333313332283,2.1021035587034573,4.448507025255309,4.411857539000531,3.1624993540474895,4.460915125916833,4.942891098507956,4,4,1.0
15.00,2.4727080172777076,3.700999192032156,4.138877675240312,3.7352942392124566,4.337710637905604,2.787567754424779,3.3413770122208173,2.5188353918989526,4.5247815923935955,4.271762487872285,3.21264893043903,4.2392095738516655,4.794281381689845,6,6,1.0
15.01,2.308633995510186,4.0280746749121095,3.8156868340512635,3.5743454358655105,4.396099368884747,2.5068700495573726,3.823947647083739,2.839746036937037,4.522761870473125,4.315556995903218,3.3642998432801052,4.339374200516753,4.819495954932441,3,3,1.0
15.02,2.096505522880505,3.4813384019509397,3.928698895423899,4.041514847224215,4.033494477119495,2.43,3.693689571080189,3.5721933725433943,4.493903313728303,4.40868024673648,3.9893401233682395,4.261514847224214,4.76934012336824,2,2,1.0
